用户号,电价名称,是否分时,是否阶梯
"0255250380","城镇居民生活(1kV以下,征收附加)","否","是 "
"0255208813","城镇居民生活(1kV以下,征收附加)","否","是 "
"0255352523","一般工商业(1kV以下,商业)","否","否 "
"0255470115","城镇居民生活(1kV以下,征收附加)","否","是 "
"0255412968","城镇居民生活(1kV以下,征收附加)","否","是 "
"0255462615","城镇居民生活(1kV以下,征收附加)","否","是 "
"0255392468","城镇居民生活(1kV以下,征收附加)","否","是 "
"0255389181","城镇居民生活(1kV以下,征收附加)","否","是 "
"0255389572","城镇居民生活(1kV以下,征收附加)","否","是 "
"0255389644","城镇居民生活(1kV以下,征收附加)","否","是 "
"0255389804","城镇居民生活(1kV以下,征收附加)","否","是 "
"0255374967","城镇居民生活(1kV以下,征收附加)","否","是 "
"0255383196","城镇居民生活(1kV以下,征收附加)","否","是 "
"0255423005","城镇居民生活(1kV以下,征收附加)","否","是 "
"0255107455","一般工商业(1kV以下,商业)","否","否 "
"0255160913","城镇居民生活(1kV以下,征收附加)","否","是 "
"0255401951","城镇居民生活(1kV以下,征收附加)","否","是 "
"0255483896","城镇居民生活(1kV以下,征收附加)","否","是 "
"0255409359","城镇居民生活(1kV以下,征收附加)","否","是 "
"0255403537","城镇居民生活(1kV以下,征收附加)","否","是 "
"0255620985","城镇居民生活(1kV以下,征收附加)","否","是 "
"0255526212","一般工商业(1kV以下,非工业)","否","否 "
"0255507170","城镇居民生活(1kV以下,征收附加)","否","是 "
"0255524926","一般工商业(1kV以下,商业)","否","否 "
"0255533706","一般工商业(1kV以下,商业)","否","否 "
"0255579450","城镇居民生活(1kV以下,征收附加)","否","是 "
"0255672625","城镇居民生活(1kV以下,征收附加)","否","是 "
"0255598811","城镇居民生活(1kV以下,征收附加)","否","是 "
"0255598840","城镇居民生活(1kV以下,征收附加)","否","是 "
"0255624453","城镇居民生活(1kV以下,征收附加)","否","是 "
"0255664037","城镇居民生活(1kV以下,征收附加)","否","是 "
"0255556488","城镇居民生活(1kV以下,征收附加)","否","是 "
"0255619659","城镇居民生活(1kV以下,征收附加)","否","是 "
"0255550594","城镇居民生活(1kV以下,居民电采暖12-04)","是","是 "
"0255685960","城镇居民生活(1kV以下,征收附加)","否","是 "
"0255661070","城镇居民生活(1kV以下,征收附加)","否","是 "
"0255333696","城镇居民生活(1kV以下,征收附加)","否","是 "
"0255361677","城镇居民生活(1kV以下,征收附加)","否","是 "
"0255340627","城镇居民生活(1kV以下,征收附加)","否","是 "
"0255309167","城镇居民生活(1kV以下,征收附加)","否","是 "
"0255601319","城镇居民生活(1kV以下,征收附加)","否","是 "
"0255608323","城镇居民生活(1kV以下,征收附加)","否","是 "
"0255677431","城镇居民生活(1kV以下,征收附加)","否","是 "
"0255286903","城镇居民生活(1kV以下,征收附加)","否","是 "
"0255780854","城镇居民生活(1kV以下,征收附加)","否","是 "
"0255724283","一般工商业(1-10kV,商业)","是","否 "
"0255837576","城镇居民生活(1kV以下,征收附加)","否","是 "
"0255703709","城镇居民生活(1kV以下,征收附加)","否","是 "
"0255796026","城镇居民生活(1kV以下,征收附加)","否","是 "
"0255860291","城镇居民生活(1kV以下,征收附加)","否","是 "
"8051026420","城镇居民生活(1kV以下,征收附加)","否","是 "
"0255821766","城镇居民生活(1kV以下,征收附加)","否","是 "
"0255779401","城镇居民生活(1kV以下,征收附加)","否","是 "
"8051027410","城镇居民生活(1kV以下,征收附加)","否","是 "
"0255787259","城镇居民生活(1kV以下,征收附加)","否","是 "
"0255856227","城镇居民生活(1kV以下,征收附加)","否","是 "
"0255538570","一般工商业(1kV以下,非居民照明)","否","否 "
"0255545761","城镇居民生活(1kV以下,居民电采暖12-04)","是","是 "
"0255572329","城镇居民生活(1kV以下,征收附加)","否","是 "
"0255521552","一般工商业(1kV以下,商业)","否","否 "
"0255562012","城镇居民生活(1kV以下,征收附加)","否","是 "
"0255547901","一般工商业(1kV以下,非居民照明)","否","否 "
"0255487205","城镇居民生活(1kV以下,征收附加)","否","是 "
"0255492373","城镇居民生活(1kV以下,征收附加)","否","是 "
"0255492823","城镇居民生活(1kV以下,征收附加)","否","是 "
"8085679425","城镇居民生活(1kV以下,征收附加)","否","是 "
"0255959740","居民生活1KV以下","否","否 "
"0255954107","城镇居民生活(1kV以下,征收附加)","否","是 "
"0255952390","城镇居民生活(1kV以下,征收附加)","否","是 "
"0255991304","一般工商业(1kV以下,商业)","否","否 "
"0256030888","城镇居民生活(1kV以下,征收附加)","否","是 "
"0256056992","城镇居民生活(1kV以下,征收附加)","否","是 "
"0256058581","城镇居民生活(1kV以下,征收附加)","否","是 "
"0256022287","城镇居民生活(1kV以下,征收附加)","否","是 "
"0256073517","城镇居民生活(1kV以下,征收附加)","否","是 "
"0255721633","城镇居民生活(1kV以下,征收附加)","否","是 "
"0256000755","一般工商业(1kV以下,商业)","否","否 "
"0255715298","城镇居民生活(1kV以下,征收附加)","否","是 "
"0256050457","城镇居民生活(1kV以下,征收附加)","否","是 "
"0255747590","城镇居民生活(1kV以下,征收附加)","否","是 "
"8051029474","城镇居民生活(1kV以下,征收附加)","否","是 "
"0255717568","城镇居民生活(1kV以下,居民电采暖12-04)","是","是 "
"0256071957","城镇居民生活(1kV以下,征收附加)","否","是 "
"0256101823","城镇居民生活(1kV以下,征收附加)","否","是 "
"0256127575","城镇居民生活(1kV以下,征收附加)","否","是 "
"0256122046","城镇居民生活(1kV以下,征收附加)","否","是 "
"0256186145","城镇居民生活(1kV以下,征收附加)","否","是 "
"0256267396","城镇居民生活(1kV以下,居民电采暖12-04)","是","是 "
"0256212631","城镇居民生活(1kV以下,征收附加)","否","是 "
"0256176737","城镇居民生活(1kV以下,征收附加)","否","是 "
"0256100224","城镇居民生活(1kV以下,征收附加)","否","是 "
"0256263352","城镇居民生活(1kV以下,居民电采暖12-04)","是","是 "
"0256264140","城镇居民生活(1kV以下,征收附加)","否","是 "
"0255964889","城镇居民生活(1kV以下,征收附加)","否","是 "
"0256256161","城镇居民生活(1kV以下,征收附加)","否","是 "
"0256280876","城镇居民生活(1kV以下,征收附加)","否","是 "
"0256201493","城镇居民生活(1kV以下,征收附加)","否","是 "
"0255984810","一般工商业(1-10kV,商业)","是","否 "
"0255967846","城镇居民生活(1kV以下,征收附加)","否","是 "
"0255972884","城镇居民生活(1kV以下,征收附加)","否","是 "
"0255922267","城镇居民生活(1kV以下,征收附加)","否","是 "
"0255935560","城镇居民生活(1kV以下,征收附加)","否","是 "
"0255962782","城镇居民生活(1kV以下,征收附加)","否","是 "
"8096135343","城镇居民生活(1kV以下,征收附加)","否","是 "
"0255917551","城镇居民生活(1kV以下,征收附加)","否","是 "
"0256253885","城镇居民生活(1kV以下,征收附加)","否","是 "
"0256436598","城镇居民生活(1kV以下,征收附加)","否","是 "
"0256461264","城镇居民生活(1kV以下,征收附加)","否","是 "
"0256424126","城镇居民生活(1kV以下,征收附加)","否","是 "
"0256327438","城镇居民生活(1kV以下,征收附加)","否","是 "
"0256447228","城镇居民生活(1kV以下,征收附加)","否","是 "
"0256448960","城镇居民生活(1kV以下,征收附加)","否","是 "
"0256474479","城镇居民生活(1kV以下,征收附加)","否","是 "
"0256299773","城镇居民生活(1kV以下,征收附加)","否","是 "
"0256459283","城镇居民生活(1kV以下,征收附加)","否","是 "
"0256377505","城镇居民生活(1kV以下,征收附加)","否","是 "
"0256378306","城镇居民生活(1kV以下,征收附加)","否","是 "
"0256459834","一般工商业(1kV以下,商业)","否","否 "
"0256326897","一般工商业(1kV以下,非居民照明)","否","否 "
"0256145467","城镇居民生活(1kV以下,征收附加)","否","是 "
"0256160871","城镇居民生活(1kV以下,征收附加)","否","是 "
"0256089213","城镇居民生活(1kV以下,征收附加)","否","是 "
"0256482663","城镇居民生活(1kV以下,征收附加)","否","是 "
"0256426845","城镇居民生活(1kV以下,征收附加)","否","是 "
"0256182228","城镇居民生活(1kV以下,征收附加)","否","是 "
"0256477638","城镇居民生活(1kV以下,征收附加)","否","是 "
"0256104385","城镇居民生活(1kV以下,征收附加)","否","是 "
"0256403192","城镇居民生活(1kV以下,征收附加)","否","是 "
"0256157914","城镇居民生活(1kV以下,征收附加)","否","是 "
"0256137000","城镇居民生活(1kV以下,征收附加)","否","是 "
"0256163261","城镇居民生活(1kV以下,征收附加)","否","是 "
"0256170191","城镇居民生活(1kV以下,征收附加)","否","是 "
"0256081189","城镇居民生活(1kV以下,征收附加)","否","是 "
"0256081336","城镇居民生活(1kV以下,征收附加)","否","是 "
"0256165980","城镇居民生活(1kV以下,征收附加)","否","是 "
"0256592540","城镇居民生活(1kV以下,征收附加)","否","是 "
"0256662348","城镇居民生活(1kV以下,征收附加)","否","是 "
"0256663093","城镇居民生活(1kV以下,征收附加)","否","是 "
"0256637760","城镇居民生活(1kV以下,征收附加)","否","是 "
"0256684997","城镇居民生活(1kV以下,征收附加)","否","是 "
"0256603622","城镇居民生活(1kV以下,征收附加)","否","是 "
"0256578650","城镇居民生活(1kV以下,征收附加)","否","是 "
"0256614974","城镇居民生活(1kV以下,征收附加)","否","是 "
"0256615036","城镇居民生活(1kV以下,征收附加)","否","是 "
"0256665666","城镇居民生活(1kV以下,征收附加)","否","是 "
"0256645808","城镇居民生活(1kV以下,征收附加)","否","是 "
"0256333945","城镇居民生活(1kV以下,征收附加)","否","是 "
"0256608089","城镇居民生活(1kV以下,征收附加)","否","是 "
"0256368914","城镇居民生活(1kV以下,征收附加)","否","是 "
"0256330920","城镇居民生活(1kV以下,征收附加)","否","是 "
"0256629853","城镇居民生活(1kV以下,征收附加)","否","是 "
"0256629925","城镇居民生活(1kV以下,征收附加)","否","是 "
"0256873726","城镇居民生活(1kV以下,征收附加)","否","是 "
"0256849428","城镇居民生活(1kV以下,征收附加)","否","是 "
"0256876624","城镇居民生活(1kV以下,征收附加)","否","是 "
"0256852936","城镇居民生活(1kV以下,征收附加)","否","是 "
"0256796375","城镇居民生活(1kV以下,征收附加)","否","是 "
"0256822148","城镇居民生活(1kV以下,征收附加)","否","是 "
"0256871472","城镇居民生活(1kV以下,征收附加)","否","是 "
"0256853346","城镇居民生活(1kV以下,征收附加)","否","是 "
"0256854004","城镇居民生活(1kV以下,征收附加)","否","是 "
"0256798342","城镇居民生活(1kV以下,征收附加)","否","是 "
"0256805679","城镇居民生活(1kV以下,征收附加)","否","是 "
"0256841684","城镇居民生活(1kV以下,征收附加)","否","是 "
"0256823561","城镇居民生活(1kV以下,征收附加)","否","是 "
"0256806513","城镇居民生活(1kV以下,征收附加)","否","是 "
"0256867017","城镇居民生活(1kV以下,征收附加)","否","是 "
"0256496679","城镇居民生活(1kV以下,征收附加)","否","是 "
"0256515570","一般工商业(1kV以下,商业)","否","否 "
"0256809020","城镇居民生活(1kV以下,征收附加)","否","是 "
"0256569564","城镇居民生活(1kV以下,征收附加)","否","是 "
"0256569652","城镇居民生活(1kV以下,征收附加)","否","是 "
"0256589058","城镇居民生活(1kV以下,征收附加)","否","是 "
"0256542835","城镇居民生活(1kV以下,征收附加)","否","是 "
"0256486694","城镇居民生活(1kV以下,征收附加)","否","是 "
"0256565432","城镇居民生活(1kV以下,征收附加)","否","是 "
"0256507575","一般工商业(1kV以下,商业)","否","否 "
"0256572708","城镇居民生活(1kV以下,征收附加)","否","是 "
"8028974860","城镇居民生活(1kV以下,征收附加)","否","是 "
"8002742892","一般工商业(1kV以下,商业)","否","否 "
"8002741235","城镇居民生活(1kV以下,征收附加)","否","是 "
"0257004006","一般工商业(1kV以下,商业)","否","否 "
"8020425722","城镇居民生活(1kV以下,征收附加)","否","是 "
"0256998133","居民生活1KV以下","否","否 "
"8004983347","一般工商业(1kV以下,商业)","否","否 "
"0257007249","一般工商业(1kV以下,商业)","否","否 "
"8001214831","城镇居民生活(1kV以下,征收附加)","否","是 "
"8020432128","城镇居民生活(1kV以下,征收附加)","否","是 "
"0256789285","城镇居民生活(1kV以下,征收附加)","否","是 "
"0256693618","城镇居民生活(1kV以下,征收附加)","否","是 "
"0256718009","城镇居民生活(1kV以下,征收附加)","否","是 "
