"","合同编号.电子商务.","行项目.电子商务.","供应商编码","供应商名称","质保期","项目编码","项目名称","付款方式","分标信息","分包信息","分标编号","分包编号","采购申请","项目","物料编码","物料描述","物料组","大类描述","中类描述","小类描述","数量","计量单位","单价.不含税.","含税单价","含税总价","分项净价.元.","交货日期","国内外采购标识","交货地点及交换方式","货币","招标计划编号","修改标识","日期","时间","cuprice","rbprice"
"38747","LN2013003053","1","1000023636","沈阳福林特种变压器有限公司",36,"1622PJ12001D","盘锦供电公司盘山县大杨树66千伏变电站工程","3:4:2:1","110(66)kV变压器","包57","0711-13OTL10201100","900000000000159000 ","1000059404","10","500031217","66kV油浸有载变压器,10MVA,66/10,一体","G1001005","一次设备","交流变压器","66kV变压器","2","台",715400,837018,1674036,1430800,"1401","1","施工现场设备基础上交货","CNY","SG1305","",2013-07-16,"11:06:55",49780,3670
"39025","LN2013003395","1","1000001243","丹东欣泰电气股份有限公司",36,"1622DD13504N","青椅山66千伏变电站改造工程（2010年结余资金安排项目）","3:4:2:1","110（66）kV变压器","包45","0711-13OTL13401136","900000000000171000 ","1000062125","10","500031221","66kV油浸有载变压器,31.5MVA,66/10,一体","G1001005","一次设备","交流变压器","66kV变压器","2","台",1278600,1495962,2991924,2557200,"1404","1","施工现场设备基础上交货","CNY","SG1307","",2013-08-21,"11:05:16",52400,3849
"39068","LN2013003406","1","1000000367","山东电力设备有限公司",36,"13220109A2Q8","营口西海500千伏输变电工程","3:4:2:1","500～750kV变压器","包2","0711-13OTL13401134","900000000000170000 ","1000062060","10","500037753","500kV单相油浸无励磁自耦变压器,334MVA,500/220/66,一体","G1001009","一次设备","交流变压器","500kV变压器","6","台",6830000,7991100,47946600,40980000,"1406","1","施工现场设备基础上交货","CNY","SG1307","",2013-08-21,"11:47:27",52490,3872
"39069","LN2013003407","1","1000001243","丹东欣泰电气股份有限公司",36,"13220109A2Q8","营口西海500千伏输变电工程","3:4:2:1","110（66）kV变压器","包44","0711-13OTL13401136","900000000000171000 ","1000057604","40","500057690","66kV油浸有载变压器,1000kVA,66/0.4,一体","G1001005","一次设备","交流变压器","66kV变压器","2","台",290600,340002,680004,581200,"1403","1","施工现场设备基础上交货","CNY","SG1307","",2013-08-21,"11:47:27",52370,3828
"39120","LN2013003429","1","1000002595","大连信达变压器有限公司",36,"1522LY120020","辽阳220千伏付庄输变电工程","3:4:2:1","110（66）kV变压器","包46","0711-13OTL13401136","900000000000171000 ","1000061633","80","500113059","66kV油浸无励磁变压器,630kVA,66/0.4,一体","G1001005","一次设备","交流变压器","66kV变压器","2","台",247900,290043,580086,495800,"1403","1","施工现场地面交货","CNY","SG1307","",2013-08-21,"14:16:47",52370,3828
"39132","LN2013003437","1","1000014777","山东达驰电气有限公司",36,"1522LY120020","辽阳220千伏付庄输变电工程","3:4:2:1","220～330kV变压器","包20","0711-13OTL13401135","900000000000170000 ","1000061342","10","500031233","220kV三相油浸有载变压器,240MVA,220/66,一体","G1001007","一次设备","交流变压器","220kV变压器","2","台",5900000,6903000,13806000,11800000,"1405","1","施工现场地面交货","CNY","SG1307","",2013-08-21,"14:00:51",52450,3864
"39160","LN2013003457","1","1000014636","特变电工沈阳变压器集团有限公司",36,"1622JZ120022","锦州66千伏桃园输变电工程","3:4:2:1","110（66）kV变压器","包48","0711-13OTL13401136","900000000000171000 ","1000061846","10","500031219","66kV油浸有载变压器,20MVA,66/10,一体","G1001005","一次设备","交流变压器","66kV变压器","2","台",920000,1076400,2152800,1840000,"1404","1","施工现场设备基础上交货","CNY","SG1307","",2013-08-22,"8:42:51",52650,3832
"39171","LN2013003462","1","1000007021","正泰电气股份有限公司",36,"1522FS110001","抚顺220千伏东部环网输变电工程","3:4:2:1","220～330kV变压器","包19","0711-13OTL13401135","900000000000170000 ","1000061439","10","500037746","220kV三相油浸有载变压器,120MVA,220/66/10,一体","G1001007","一次设备","交流变压器","220kV变压器","1","台",4658119.66,5450000,5450000,4658119.66,"1404","1","施工现场设备基础上交货","CNY","SG1307","",2013-08-21,"12:05:28",52400,3849
"39246","LN2013003504","1","1000001243","丹东欣泰电气股份有限公司",36,"1622YK120021","营口66千伏太和变增容改造工程","3:4:2:1","110（66）kV变压器","包44","0711-13OTL13401136","900000000000171000 ","1000061337","40","500031223","66kV油浸有载变压器,40MVA,66/10,一体","G1001005","一次设备","交流变压器","66kV变压器","2","台",1449600,1696032,3392064,2899200,"1402","1","施工现场地面交货","CNY","SG1307","",2013-08-21,"11:03:01",52320,3801
"39252","LN2013003509","1","1000001243","丹东欣泰电气股份有限公司",36,"1622YK135034","营口66千伏杨运变增容改造工程","3:4:2:1","110（66）kV变压器","包44","0711-13OTL13401136","900000000000171000 ","1000062102","140","500031219","66kV油浸有载变压器,20MVA,66/10,一体","G1001005","一次设备","交流变压器","66kV变压器","1","台",924800,1082016,1082016,924800,"1402","1","施工现场地面交货","CNY","SG1307","",2013-08-21,"11:03:01",52320,3801
"39291","LN2013003530","1","1000014636","特变电工沈阳变压器集团有限公司",36,"1622AS12001Y","鞍山66千伏兴隆变增容改造工程","3:4:2:1","110（66）kV变压器","包47","0711-13OTL13401136","900000000000171000 ","1000061818","80","500031219","66kV油浸有载变压器,20MVA,66/10,一体","G1001005","一次设备","交流变压器","66kV变压器","2","台",920000,1076400,2152800,1840000,"1402","1","施工现场地面交货","CNY","SG1307","",2013-08-21,"14:43:02",52320,3801
"39309","LN2013003535","1","1000014636","特变电工沈阳变压器集团有限公司",36,"1622AS12001Z","鞍山66千伏工业园变增容改造工程","3:4:2:1","110（66）kV变压器","包48","0711-13OTL13401136","900000000000171000 ","1000061788","10","500031223","66kV油浸有载变压器,40MVA,66/10,一体","G1001005","一次设备","交流变压器","66kV变压器","2","台",1500000,1755000,3510000,3e+06,"1402","1","施工现场地面交货","CNY","SG1307","",2013-08-21,"14:43:02",52320,3801
"39316","LN2013003539","1","1000014636","特变电工沈阳变压器集团有限公司",36,"1622AS120025","鞍山供电公司台安县新台66千伏变电站及线路工程","3:4:2:1","110（66）kV变压器","包47","0711-13OTL13401136","900000000000171000 ","1000059470","10","500031221","66kV油浸有载变压器,31.5MVA,66/10,一体","G1001005","一次设备","交流变压器","66kV变压器","2","台",1220000,1427400,2854800,2440000,"1402","1","施工现场地面交货","CNY","SG1307","",2013-08-21,"14:43:02",52320,3801
"39343","LN2013003550","1","1000014636","特变电工沈阳变压器集团有限公司",36,"1622AS101018","鞍山66千伏桃山输变电工程","3:4:2:1","110（66）kV变压器","包50","0711-13OTL13401136","900000000000173000 ","1000061484","10","500031226","66kV油浸有载变压器,50MVA,66/10,水平分体","G1001005","一次设备","交流变压器","66kV变压器","2","台",1750000,2047500,4095000,3500000,"1402","1","施工现场地面交货","CNY","SG1307","",2013-08-21,"14:43:02",52320,3801
"39366","LN2013003558","1","1000002595","大连信达变压器有限公司",36,"1622AS10101A","鞍山66千伏大屯输变电工程","3:4:2:1","110（66）kV变压器","包46","0711-13OTL13401136","900000000000171000 ","1000061553","10","500031225","66kV油浸有载变压器,50MVA,66/10,一体","G1001005","一次设备","交流变压器","66kV变压器","2","台",1658100,1939977,3879954,3316200,"1402","1","施工现场地面交货","CNY","SG1307","",2013-08-21,"14:16:47",52320,3801
"39371","LN2013003562","1","1000014636","特变电工沈阳变压器集团有限公司",36,"1622AS12001X","鞍山66千伏腾鳌变增容改造工程","3:4:2:1","110（66）kV变压器","包48","0711-13OTL13401136","900000000000171000 ","1000061925","100","500031225","66kV油浸有载变压器,50MVA,66/10,一体","G1001005","一次设备","交流变压器","66kV变压器","2","台",1690000,1977300,3954600,3380000,"1402","1","施工现场地面交货","CNY","SG1307","",2013-08-21,"14:43:02",52320,3801
"39417","LN2013003582","1","1000002595","大连信达变压器有限公司",36,"1622DL120028","13技改生20：大连66千伏新起屯变电站扩建工程","3:4:2:1","110（66）kV变压器","包49","0711-13OTL13401136","900000000000171000 ","1000061644","10","500031224","66kV油浸有载变压器,40MVA,66/10,水平分体","G1001005","一次设备","交流变压器","66kV变压器","1","台",1461500,1709955,1709955,1461500,"1402","1","买方指定仓库地面交货","CNY","SG1307","",2013-08-22,"8:49:28",52480,3779
"39433","LN2013003589","1","1000002595","大连信达变压器有限公司",36,"1622DL13503X","13技改生21：大连66千伏华南变电站扩建工程","3:4:2:1","110（66）kV变压器","包49","0711-13OTL13401136","900000000000171000 ","1000061614","10","500031224","66kV油浸有载变压器,40MVA,66/10,水平分体","G1001005","一次设备","交流变压器","66kV变压器","1","台",1461500,1709955,1709955,1461500,"1402","1","买方指定仓库地面交货","CNY","SG1307","",2013-08-22,"8:49:28",52480,3779
"39445","LN2013003596","1","1000002595","大连信达变压器有限公司",36,"1622DL120027","13技改生23：大连66千伏旅顺变电站增容改造工程","3:4:2:1","110（66）kV变压器","包49","0711-13OTL13401136","900000000000171000 ","1000061611","90","500031225","66kV油浸有载变压器,50MVA,66/10,一体","G1001005","一次设备","交流变压器","66kV变压器","2","台",1623900,1899963,3799926,3247800,"1402","1","买方指定仓库地面交货","CNY","SG1307","",2013-08-22,"8:49:28",52480,3779
"39469","LN2013003607","1","1000002595","大连信达变压器有限公司",36,"1622DL13503Y","13技改生22：大连66千伏东南山变电站扩建工程","3:4:2:1","110（66）kV变压器","包49","0711-13OTL13401136","900000000000171000 ","1000061887","10","500031223","66kV油浸有载变压器,40MVA,66/10,一体","G1001005","一次设备","交流变压器","66kV变压器","1","台",1401700,1639989,1639989,1401700,"1402","1","买方指定仓库地面交货","CNY","SG1307","",2013-08-22,"8:49:28",52480,3779
"39513","LN2013003622","1","1000002595","大连信达变压器有限公司",36,"1622PJ12001C","盘锦66千伏大堡输变电工程","3:4:2:1","110（66）kV变压器","包46","0711-13OTL13401136","900000000000171000 ","1000061570","10","500031224","66kV油浸有载变压器,40MVA,66/10,水平分体","G1001005","一次设备","交流变压器","66kV变压器","2","台",1525600,1784952,3569904,3051200,"1403","1","施工现场设备基础上交货","CNY","SG1307","",2013-08-21,"14:09:54",52370,3828
"39526","LN2013003632","1","1000002595","大连信达变压器有限公司",36,"1622BX13505S","农网改造升级1055_本溪66千伏清河城变电站增容改造工程","3:4:2:1","110（66）kV变压器","包46","0711-13OTL13401136","900000000000171000 ","1000061997","20","500031219","66kV油浸有载变压器,20MVA,66/10,一体","G1001005","一次设备","交流变压器","66kV变压器","2","台",914500,1069965,2139930,1829000,"1403","1","施工现场设备基础上交货","CNY","SG1307","",2013-08-21,"13:59:48",52370,3828
"39564","LN2013003643","1","1000014636","特变电工沈阳变压器集团有限公司",36,"1622BX12002A","本溪供电公司桓仁县北山66千伏变电站工程","3:4:2:1","110（66）kV变压器","包47","0711-13OTL13401136","900000000000171000 ","1000061603","10","500031219","66kV油浸有载变压器,20MVA,66/10,一体","G1001005","一次设备","交流变压器","66kV变压器","2","台",1010000,1181700,2363400,2020000,"1403","1","施工现场设备基础上交货","CNY","SG1307","",2013-08-21,"14:43:02",52370,3828
"39596","LN2013003661","1","1000001243","丹东欣泰电气股份有限公司",36,"1622SY13506C","沈阳茨榆坨66千伏变电站增容改造工程","3:4:2:1","110（66）kV变压器","包45","0711-13OTL13401136","900000000000171000 ","1000062070","10","500031219","66kV油浸有载变压器,20MVA,66/10,一体","G1001005","一次设备","交流变压器","66kV变压器","1","台",829100,970047,970047,829100,"1403","1","买方指定仓库地面交货","CNY","SG1307","",2013-08-22,"13:46:46",52540,3810
"39604","LN2013003669","1","1000001243","丹东欣泰电气股份有限公司",36,"1622SY13506F","沈阳朱家房66kV变电站主变增容","3:4:2:1","110（66）kV变压器","包45","0711-13OTL13401136","900000000000171000 ","1000062076","10","500031219","66kV油浸有载变压器,20MVA,66/10,一体","G1001005","一次设备","交流变压器","66kV变压器","2","台",829100,970047,1940094,1658200,"1403","1","买方指定仓库地面交货","CNY","SG1307","",2013-08-22,"13:46:46",52540,3810
"41786","LN2013005132","1","1000023636","沈阳福林特种变压器有限公司",36,"1522JZ13007L","锦州220千伏闾阳开关站扩建工程","0:9:0:1","110(66)kV变压器","包40","0711-13OTL17201175","900000000000184000 ","1000064818","10","500113059","66kV油浸无励磁变压器,630kVA,66/0.4,一体","G1001005","一次设备","交流变压器","66kV变压器","1","台",237600,277992,277992,237600,"1405","1","施工现场地面交货","CNY","SG1309","",2013-11-06,"9:58:12",51560,3655
"41829","LN2013005177","1","1000023636","沈阳福林特种变压器有限公司",36,"1622DL12002C","大连唐府66千伏输变电工程","3:4:2:1","110(66)kV变压器","包40","0711-13OTL17201175","900000000000184000 ","1000064591","10","500031219","66kV油浸有载变压器,20MVA,66/10,一体","G1001005","一次设备","交流变压器","66kV变压器","2","台",902600,1056042,2112084,1805200,"1404","1","施工现场设备基础上交货","CNY","SG1309","",2013-11-07,"9:34:54",51350,3629
"41888","LN2013005218","1","1000023636","沈阳福林特种变压器有限公司",36,"1622LY12003C","辽阳66千伏吉洞变电站增容改造工程","3:4:2:1","110(66)kV变压器","包40","0711-13OTL17201175","900000000000184000 ","1000064521","230","500031219","66kV油浸有载变压器,20MVA,66/10,一体","G1001005","一次设备","交流变压器","66kV变压器","2","台",898300,1051011,2102022,1796600,"1404","1","买方指定仓库地面交货","CNY","SG1309","",2013-11-06,"11:02:39",51550,3600
"41921","LN2013005240","1","1000023636","沈阳福林特种变压器有限公司",36,"1522BX12001U","本溪220千伏桥北输变电工程","3:4:2:1","110(66)kV变压器","包40","0711-13OTL17201175","900000000000184000 ","1000064497","10","500113059","66kV油浸无励磁变压器,630kVA,66/0.4,一体","G1001005","一次设备","交流变压器","66kV变压器","2","台",237600,277992,555984,475200,"1405","1","施工现场地面交货","CNY","SG1309","",2013-11-06,"13:33:36",51560,3655
"41951","LN2013005252","1","1000014636","特变电工沈阳变压器集团有限公司",36,"1522BX12001U","本溪220千伏桥北输变电工程","3:4:2:1","220～330kV变压器","包24","0711-13OTL17201174","900000000000183000 ","1000064248","10","500059702","220kV三相油浸有载变压器,240MVA,220/66/10,一体","G1001007","一次设备","交流变压器","220kV变压器","2","台",6410000,7499700,14999400,12820000,"1407","1","施工现场设备基础上交货","CNY","SG1309","",2013-11-06,"13:33:36",51690,3651
"41957","LN2013005258","1","1000000136","中国能源建设集团葫芦岛电力设备厂",36,"1622DD10100K","丹东66kV花园输变电工程","3:4:2:1","110(66)kV变压器","包41","0711-13OTL17201175","900000000000184000 ","1000064603","10","500031224","66kV油浸有载变压器,40MVA,66/10,水平分体","G1001005","一次设备","交流变压器","66kV变压器","2","台",1560000,1825200,3650400,3120000,"1406","1","施工现场地面交货","CNY","SG1309","",2013-11-06,"11:27:38",51610,3647
"43702","LN2013006651","1","1000000136","中国能源建设集团葫芦岛电力设备厂",36,"1622YK10101A","营口66千伏南湖输变电工程","3:4:2:1","110(66)kV变压器","包54","0711-13OTL20001212","900000000000195000 ","1000066797","10","500031224","66kV油浸有载变压器,40MVA,66/10,水平分体","G1001005","一次设备","交流变压器","66kV变压器","2","台",1560000,1825200,3650400,3120000,"1406","1","施工现场设备基础上交货","CNY","SG1311","",2013-12-30,"9:56:56",52310,3619
"43733","LN2013006677","1","1000002595","大连信达变压器有限公司",36,"1622YK13503U","营口沙河66千伏变电站增容改造工程","3:4:2:1","110(66)kV变压器","包58","0711-13OTL20001212","900000000000195000 ","1000066807","110","500031223","66kV油浸有载变压器,40MVA,66/10,一体","G1001005","一次设备","交流变压器","66kV变压器","1","台",1376200,1610154,1610154,1376200,"1406","1","施工现场设备基础上交货","CNY","SG1311","",2013-12-30,"9:26:25",52310,3619
"43773","LN2013006711","1","1000002595","大连信达变压器有限公司",36,"1622YK13503M","营口城后66千伏变电站增容改造工程","3:4:2:1","110(66)kV变压器","包58","0711-13OTL20001212","900000000000195000 ","1000066819","50","500031221","66kV油浸有载变压器,31.5MVA,66/10,一体","G1001005","一次设备","交流变压器","66kV变压器","2","台",1258500,1472445,2944890,2517000,"1406","1","施工现场设备基础上交货","CNY","SG1311","",2013-12-30,"9:22:54",52310,3619
"43786","LN2013006730","1","1000000136","中国能源建设集团葫芦岛电力设备厂",36,"1622DD13505W","丹东九道沟66千伏变电站原址改造工程","3:4:2:1","110(66)kV变压器","包52","0711-13OTL20001212","900000000000195000 ","1000066639","10","500031224","66kV油浸有载变压器,40MVA,66/10,水平分体","G1001005","一次设备","交流变压器","66kV变压器","2","台",1550000,1813500,3627000,3100000,"1406","1","施工现场设备基础上交货","CNY","SG1311","",2013-12-30,"10:00:16",52310,3619
"43827","LN2013006751","1","1000014855","辽宁易发式电气设备有限公司",36,"1622CY13505V","朝阳文化路66kV变电站扩建工程","3:4:2:1","110(66)kV变压器","包51","0711-13OTL20001212","900000000000195000 ","1000066714","10","500031223","66kV油浸有载变压器,40MVA,66/10,一体","G1001005","一次设备","交流变压器","66kV变压器","1","台",1420000,1661400,1661400,1420000,"1406","1","施工现场设备基础上交货","CNY","SG1311","",2013-12-30,"15:28:33",52310,3619
"43844","LN2013006755","1","1000014855","辽宁易发式电气设备有限公司",36,"1622CY13505P","朝阳八间房66千伏输变电工程","3:4:2:1","110(66)kV变压器","包51","0711-13OTL20001212","900000000000195000 ","1000066550","10","500031219","66kV油浸有载变压器,20MVA,66/10,一体","G1001005","一次设备","交流变压器","66kV变压器","2","台",980000,1146600,2293200,1960000,"1407","1","施工现场设备基础上交货","CNY","SG1311","",2013-12-30,"15:28:33",52370,3605
"43856","LN2013006773","1","1000002595","大连信达变压器有限公司",36,"1622JZ13506C","锦州凌水66kV输变电工程项目","3:4:2:1","110(66)kV变压器","包58","0711-13OTL20001212","900000000000195000 ","1000066816","10","500031219","66kV油浸有载变压器,20MVA,66/10,一体","G1001005","一次设备","交流变压器","66kV变压器","2","台",997900,1167543,2335086,1995800,"1407","1","施工现场设备基础上交货","CNY","SG1311","",2013-12-30,"10:43:46",52370,3605
"43861","LN2013006781","1","1000000136","中国能源建设集团葫芦岛电力设备厂",36,"1622JZ13504M","锦州新民66千伏变电站增容工程","3:4:2:1","110(66)kV变压器","包52","0711-13OTL20001212","900000000000195000 ","1000066670","10","500031223","66kV油浸有载变压器,40MVA,66/10,一体","G1001005","一次设备","交流变压器","66kV变压器","1","台",1520000,1778400,1778400,1520000,"1407","1","施工现场设备基础上交货","CNY","SG1311","",2013-12-30,"10:43:46",52370,3605
"43932","LN2013006839","1","1000000136","中国能源建设集团葫芦岛电力设备厂",36,"1622AS13507V","鞍山接文66kV变电站原址改造工程","3:4:2:1","110(66)kV变压器","包50","0711-13OTL20001212","900000000000195000 ","1000067006","150","500031217","66kV油浸有载变压器,10MVA,66/10,一体","G1001005","一次设备","交流变压器","66kV变压器","1","台",670000,783900,783900,670000,"1406","1","施工现场设备基础上交货","CNY","SG1311","",2013-12-30,"9:45:37",52310,3619
"43948","LN2013006851","2","1000002595","大连信达变压器有限公司",36,"1622AS13507X","台北66kV变电站增容改造工程","3:4:2:1","110(66)kV变压器","包55","0711-13OTL20001212","900000000000195000 ","1000066758","120","500031219","66kV油浸有载变压器,20MVA,66/10,一体","G1001005","一次设备","交流变压器","66kV变压器","2","台",1030200,1205334,2410668,2060400,"1406","1","施工现场设备基础上交货","CNY","SG1311","",2013-12-30,"9:20:45",52310,3619
"43970","LN2013006858","1","1000000136","中国能源建设集团葫芦岛电力设备厂",36,"1622AS13507Y","鞍山双山66千伏变电站增容改造工程","3:4:2:1","110(66)kV变压器","包50","0711-13OTL20001212","900000000000195000 ","1000066806","100","500031223","66kV油浸有载变压器,40MVA,66/10,一体","G1001005","一次设备","交流变压器","66kV变压器","2","台",1495000,1749150,3498300,2990000,"1406","1","施工现场设备基础上交货","CNY","SG1311","",2013-12-30,"9:43:55",52310,3619
"43972","LN2013006860","1","1000000136","中国能源建设集团葫芦岛电力设备厂",36,"1622AS135080","鞍山孤山66kV变电站原址改造工程","3:4:2:1","110(66)kV变压器","包50","0711-13OTL20001212","900000000000195000 ","1000066697","90","500031219","66kV油浸有载变压器,20MVA,66/10,一体","G1001005","一次设备","交流变压器","66kV变压器","2","台",960000,1123200,2246400,1920000,"1406","1","施工现场设备基础上交货","CNY","SG1311","",2013-12-30,"9:43:36",52310,3619
"44000","LN2013006874","1","1000038571","哈尔滨变压器有限责任公司",36,"1622SY10102H","沈阳达连66千伏输变电工程","3:4:2:1","110(66)kV变压器","包56","0711-13OTL20001212","900000000000195000 ","1000066593","10","500031223","66kV油浸有载变压器,40MVA,66/10,一体","G1001005","一次设备","交流变压器","66kV变压器","2","台",1510000,1766700,3533400,3020000,"1408","1","施工现场设备基础上交货","CNY","SG1311","",2013-12-30,"13:48:43",52460,3634
"44021","LN2013006883","1","1000038571","哈尔滨变压器有限责任公司",36,"1622SY101032","沈阳昆山66千伏输变电工程","3:4:2:1","110(66)kV变压器","包56","0711-13OTL20001212","900000000000195000 ","1000066632","10","500031224","66kV油浸有载变压器,40MVA,66/10,水平分体","G1001005","一次设备","交流变压器","66kV变压器","2","台",1590000,1860300,3720600,3180000,"1408","1","施工现场设备基础上交货","CNY","SG1311","",2013-12-30,"13:48:43",52460,3634
"44038","LN2013006889","1","1000038571","哈尔滨变压器有限责任公司",36,"1622SY135099","沈阳大志66千伏输变电工程","3:4:2:1","110(66)kV变压器","包56","0711-13OTL20001212","900000000000195000 ","1000066403","10","500031226","66kV油浸有载变压器,50MVA,66/10,水平分体","G1001005","一次设备","交流变压器","66kV变压器","2","台",1700000,1989000,3978000,3400000,"1407","1","施工现场设备基础上交货","CNY","SG1311","",2013-12-30,"13:48:43",52370,3605
"44051","LN2013006898","1","1000000570","长春龙源电力设备有限公司",36,"1622SY1350A2","沈阳清水66kV变电站1号主变增容改造工程","3:4:2:1","110(66)kV变压器","包57","0711-13OTL20001212","900000000000195000 ","1000066673","60","500031223","66kV油浸有载变压器,40MVA,66/10,一体","G1001005","一次设备","交流变压器","66kV变压器","1","台",1289000,1508130,1508130,1289000,"1406","1","施工现场设备基础上交货","CNY","SG1311","",2013-12-31,"7:39:04",52330,3572
"44066","LN2013006906","1","1000000570","长春龙源电力设备有限公司",36,"1622SY1350A4","沈阳小民屯66kV变电站原址新建工程","3:4:2:1","110(66)kV变压器","包57","0711-13OTL20001212","900000000000195000 ","1000066680","10","500031219","66kV油浸有载变压器,20MVA,66/10,一体","G1001005","一次设备","交流变压器","66kV变压器","1","台",909000,1063530,1063530,909000,"1408","1","施工现场设备基础上交货","CNY","SG1311","",2013-12-31,"7:39:04",52470,3605
"44150","LN2013006942","1","1000000570","长春龙源电力设备有限公司",36,"1622SY1350A6","沈阳刘千66kV变电站增容改造工程","3:4:2:1","110(66)kV变压器","包57","0711-13OTL20001212","900000000000195000 ","1000066719","50","500031223","66kV油浸有载变压器,40MVA,66/10,一体","G1001005","一次设备","交流变压器","66kV变压器","2","台",1289000,1508130,3016260,2578000,"1408","1","施工现场设备基础上交货","CNY","SG1311","",2013-12-31,"7:39:04",52470,3605
"44236","LN2013006993","1","1000002595","大连信达变压器有限公司",36,"1622PJ135040","盘锦陆家66千伏变电站增容改造工程","3:4:2:1","110(66)kV变压器","包55","0711-13OTL20001212","900000000000195000 ","1000066783","10","500031223","66kV油浸有载变压器,40MVA,66/10,一体","G1001005","一次设备","交流变压器","66kV变压器","1","台",1375300,1609101,1609101,1375300,"1406","1","施工现场设备基础上交货","CNY","SG1311","",2013-12-30,"10:04:02",52310,3619
"44237","LN2013006993","2","1000002595","大连信达变压器有限公司",36,"1622PJ135040","盘锦陆家66千伏变电站增容改造工程","3:4:2:1","110(66)kV变压器","包55","0711-13OTL20001212","900000000000195000 ","1000066783","20","500031219","66kV油浸有载变压器,20MVA,66/10,一体","G1001005","一次设备","交流变压器","66kV变压器","1","台",1029500,1204515,1204515,1029500,"1406","1","施工现场设备基础上交货","CNY","SG1311","",2013-12-30,"10:04:02",52310,3619
"44244","LN2013006999","1","1000002595","大连信达变压器有限公司",36,"1622PJ135042","盘锦新立66千伏变电站扩建工程","3:4:2:1","110(66)kV变压器","包55","0711-13OTL20001212","900000000000195000 ","1000066789","10","500031219","66kV油浸有载变压器,20MVA,66/10,一体","G1001005","一次设备","交流变压器","66kV变压器","1","台",1029500,1204515,1204515,1029500,"1406","1","施工现场设备基础上交货","CNY","SG1311","",2013-12-30,"10:04:02",52310,3619
"44275","LN2013007017","1","1000000136","中国能源建设集团葫芦岛电力设备厂",36,"1622DL10108D","大连凤鸣岛66千伏输变电工程","3:4:2:1","110(66)kV变压器","包52","0711-13OTL20001212","900000000000195000 ","1000066943","10","500031226","66kV油浸有载变压器,50MVA,66/10,水平分体","G1001005","一次设备","交流变压器","66kV变压器","2","台",1730000,2024100,4048200,3460000,"1408","1","施工现场设备基础上交货","CNY","SG1311","",2014-01-02,"8:40:55",52540,3604
"44303","LN2013007028","1","1000000136","中国能源建设集团葫芦岛电力设备厂",36,"1622DL10108R","大连刘家桥66千伏输变电工程","3:4:2:1","110(66)kV变压器","包54","0711-13OTL20001212","900000000000195000 ","1000066964","10","500031224","66kV油浸有载变压器,40MVA,66/10,水平分体","G1001005","一次设备","交流变压器","66kV变压器","2","台",1540000,1801800,3603600,3080000,"1408","1","施工现场设备基础上交货","CNY","SG1311","",2014-01-02,"8:40:55",52540,3604
"44314","LN2013007032","1","1000002595","大连信达变压器有限公司",36,"1622DL13509C","66千伏华家输变电工程（2010年结余资金安排项目）","3:4:2:1","110(66)kV变压器","包53","0711-13OTL20001212","900000000000195000 ","1000066917","10","500031219","66kV油浸有载变压器,20MVA,66/10,一体","G1001005","一次设备","交流变压器","66kV变压器","2","台",1113400,1302678,2605356,2226800,"1408","1","施工现场设备基础上交货","CNY","SG1311","",2014-01-02,"8:40:55",52540,3604
"44348","LN2013007044","1","1000014855","辽宁易发式电气设备有限公司",36,"1622DL1350AY","14技改生13：大连双岛66千伏变电站扩建工程","3:4:2:1","110(66)kV变压器","包51","0711-13OTL20001212","900000000000195000 ","1000066827","160","500031223","66kV油浸有载变压器,40MVA,66/10,一体","G1001005","一次设备","交流变压器","66kV变压器","1","台",1420000,1661400,1661400,1420000,"1406","1","施工现场设备基础上交货","CNY","SG1311","",2014-01-02,"8:40:55",52560,3581
"44352","LN2013007048","1","1000014855","辽宁易发式电气设备有限公司",36,"2122DL1351AQ","14技改生06：大连供电公司66kV甘井子变老旧变压器更换工程","3:4:2:1","110(66)kV变压器","包51","0711-13OTL20001212","900000000000195000 ","1000066825","10","500031219","66kV油浸有载变压器,20MVA,66/10,一体","G1001005","一次设备","交流变压器","66kV变压器","1","台",1070000,1251900,1251900,1070000,"1407","1","施工现场设备基础上交货","CNY","SG1311","",2014-01-02,"8:40:55",52610,3608
"44383","LN2013007063","1","1000014777","山东达驰电气有限公司",36,"2122DL1351B4","14技改生04：大连供电公司220kV庄河变主变压器更换工程","3:4:2:1","220～330kV变压器","包24","0711-13OTL20001211","900000000000195000 ","1000067009","10","500037746","220kV三相油浸有载变压器,120MVA,220/66/10,一体","G1001007","一次设备","交流变压器","220kV变压器","1","台",4380000,5124600,5124600,4380000,"1409","1","施工现场设备基础上交货","CNY","SG1311","",2014-01-02,"8:40:55",52640,3643
"44387","LN2013007067","1","1000002595","大连信达变压器有限公司",36,"1622LY135062","辽阳繁荣66千伏变电站增容改造工程","3:4:2:1","110(66)kV变压器","包53","0711-13OTL20001212","900000000000195000 ","1000066898","30","500031223","66kV油浸有载变压器,40MVA,66/10,一体","G1001005","一次设备","交流变压器","66kV变压器","2","台",1461600,1710072,3420144,2923200,"1406","1","施工现场设备基础上交货","CNY","SG1311","",2013-12-30,"10:09:30",52310,3619
